8.283835935414076736e-04,3.808402186030179770e-02,2.365267436152053426e-02,1.594859876655925837e-02,3.143035344379291329e-03,7.809431303253113951e-03,8.673359757796779814e-04,4.980008587073285128e-04,1.330175793322465293e-03,4.345945723667356438e-03
2.058795052280845000e-03,3.912215385707334958e-02,2.460755015539721133e-02,1.688240470989828615e-02,3.816611278156732158e-03,8.603886185385715285e-03,1.462391758955273796e-03,1.370348510938531900e-03,2.378853392512226932e-03,5.631023564011987045e-03
3.289206511020282761e-03,4.016028585384490146e-02,2.556242594927388839e-02,1.781621065323731046e-02,4.490187211934172987e-03,9.398341067518314884e-03,2.057447542130869285e-03,2.242696163169735288e-03,3.427530991701989438e-03,6.916101404356618521e-03
4.519617969759719654e-03,4.119841785061646722e-02,2.651730174315056893e-02,1.875001659657633823e-02,5.163763145711613815e-03,1.019279594965091448e-02,2.652503325306465425e-03,3.115043815400939109e-03,4.476208590891751077e-03,8.201179244701248261e-03
5.750029428499157415e-03,4.223654984738801910e-02,2.747217753702724252e-02,1.968382253991536601e-02,5.837339079489054644e-03,1.098725083178351582e-02,3.247559108482061131e-03,3.987391467632142063e-03,5.524886190081512716e-03,9.486257085045881471e-03
6.980440887238594308e-03,4.327468184415957098e-02,2.842705333090392306e-02,2.061762848325439379e-02,6.510915013266495473e-03,1.178170571391611542e-02,3.842614891657656837e-03,4.859739119863345884e-03,6.573563789271274355e-03,1.077133492539051121e-02
8.210852345978032069e-03,4.431281384093112979e-02,2.938192912478060359e-02,2.155143442659342157e-02,7.184490947043936301e-03,1.257616059604871502e-02,4.437670674833252976e-03,5.732086772094548838e-03,7.622241388461035994e-03,1.205641276573514095e-02
9.441263804717468094e-03,4.535094583770268861e-02,3.033680491865727719e-02,2.248524036993244934e-02,7.858066880821377997e-03,1.337061547818131635e-02,5.032726458008848248e-03,6.604434424325752659e-03,8.670918987650797632e-03,1.334149060607977416e-02
1.067167526345690759e-02,4.638907783447424049e-02,3.129168071253395772e-02,2.341904631327147712e-02,8.531642814598817959e-03,1.416507036031391595e-02,5.627782241184444388e-03,7.476782076556956480e-03,9.719596586840559271e-03,1.462656844642440390e-02
1.190208672219634362e-02,4.742720983124579237e-02,3.224655650641063132e-02,2.435285225661050490e-02,9.205218748376257920e-03,1.495952524244651728e-02,6.222838024360039660e-03,8.349129728788158566e-03,1.076827418603032091e-02,1.591164628676903711e-02
1.313249818093578138e-02,4.846534182801735813e-02,3.320143230028731185e-02,2.528665819994952921e-02,9.878794682153699616e-03,1.575398012457911862e-02,6.817893807535635800e-03,9.221477381019364122e-03,1.181695178522008255e-02,1.719672412711366685e-02
1.436290963967521914e-02,4.950347382478891001e-02,3.415630809416399238e-02,2.622046414328855699e-02,1.055237061593114131e-02,1.654843500671171475e-02,7.412949590711231940e-03,1.009382503325056621e-02,1.286562938440984419e-02,1.848180196745829659e-02
1.559332109841465516e-02,5.054160582156046189e-02,3.511118388804067292e-02,2.715427008662758129e-02,1.122594654970858127e-02,1.734288988884431781e-02,8.008005373886828079e-03,1.096617268548177176e-02,1.391430698359960756e-02,1.976687980780292980e-02
1.682373255715409119e-02,5.157973781833202764e-02,3.606605968191735345e-02,2.808807602996660907e-02,1.189952248348602123e-02,1.813734477097691741e-02,8.603061157062424219e-03,1.183852033771297385e-02,1.496298458278936920e-02,2.105195764814755954e-02
1.805414401589353068e-02,5.261786981510357952e-02,3.702093547579402705e-02,2.902188197330563685e-02,1.257309841726346467e-02,1.893179965310951701e-02,9.198116940238018624e-03,1.271086798994417594e-02,1.601166218197912910e-02,2.233703548849218928e-02
1.928455547463296671e-02,5.365600181187513140e-02,3.797581126967070064e-02,2.995568791664466463e-02,1.324667435104090463e-02,1.972625453524212008e-02,9.793172723413616498e-03,1.358321564217538149e-02,1.706033978116889421e-02,2.362211332883682249e-02
2.051496693337240274e-02,5.469413380864669716e-02,3.893068706354738118e-02,3.088949385998369240e-02,1.392025028481834459e-02,2.052070941737471621e-02,1.038822850658921090e-02,1.445556329440658358e-02,1.810901738035865238e-02,2.490719116918145223e-02
2.174537839211183876e-02,5.573226580541824904e-02,3.988556285742406171e-02,3.182329980332272018e-02,1.459382621859578455e-02,2.131516429950731928e-02,1.098328428976480878e-02,1.532791094663778914e-02,1.915769497954841749e-02,2.619226900952608544e-02
2.297578985085127826e-02,5.677039780218980092e-02,4.084043865130074225e-02,3.275710574666174102e-02,1.526740215237322798e-02,2.210961918163991888e-02,1.157834007294040318e-02,1.620025859886899122e-02,2.020637257873817566e-02,2.747734684987071518e-02
2.420620130959071775e-02,5.780852979896136667e-02,4.179531444517742278e-02,3.369091169000076880e-02,1.594097808615066794e-02,2.290407406377251848e-02,1.217339585611599759e-02,1.707260625110019678e-02,2.125505017792794077e-02,2.876242469021534492e-02
2.543661276833015378e-02,5.884666179573291855e-02,4.275019023905409637e-02,3.462471763333979657e-02,1.661455401992810790e-02,2.369852894590512155e-02,1.276845163929159546e-02,1.794495390333140233e-02,2.230372777711769894e-02,3.004750253055997813e-02
2.666702422706958980e-02,5.988479379250447043e-02,4.370506603293076997e-02,3.555852357667882435e-02,1.728812995370554786e-02,2.449298382803771768e-02,1.336350742246718987e-02,1.881730155556260442e-02,2.335240537630746405e-02,3.133258037090461134e-02
2.789743568580902583e-02,6.092292578927603619e-02,4.465994182680745050e-02,3.649232952001785213e-02,1.796170588748299130e-02,2.528743871017032074e-02,1.395856320564278774e-02,1.968964920779380651e-02,2.440108297549722222e-02,3.261765821124924108e-02
2.912784714454846532e-02,6.196105778604758807e-02,4.561481762068413104e-02,3.742613546335687991e-02,1.863528182126043126e-02,2.608189359230291687e-02,1.455361898881838215e-02,2.056199686002500859e-02,2.544976057468698732e-02,3.390273605159387083e-02
